iter	Passed	Remaining
402	6935	27482
403	6950	27459
404	6966	27437
405	6982	27415
406	6995	27380
407	7011	27359
408	7027	27338
409	7044	27319
410	7061	27299
411	7077	27277
412	7094	27260
413	7106	27224
414	7118	27189
415	7130	27149
416	7142	27115
417	7154	27077
418	7165	27038
419	7177	27002
420	7190	26969
421	7202	26932
422	7215	26901
423	7232	26883
424	7248	26862
425	7265	26843
426	7277	26808
427	7290	26776
428	7306	26755
429	7322	26736
430	7338	26716
431	7355	26696
432	7373	26683
433	7390	26665
434	7412	26667
435	7430	26655
436	7446	26632
437	7461	26610
438	7478	26591
439	7495	26575
440	7510	26551
441	7527	26532
442	7544	26517
443	7559	26492
444	7572	26462
445	7590	26448
446	7607	26430
447	7623	26410
448	7638	26386
449	7655	26368
450	7671	26346
451	7688	26330
452	7705	26313
453	7720	26289
454	7731	26254
455	7746	26228
456	7760	26200
457	7770	26160
458	7787	26144
459	7802	26120
460	7819	26104
461	7830	26069
462	7844	26040
463	7861	26023
464	7876	26001
465	7893	25984
466	7911	25969
467	7927	25949
468	7944	25935
469	7962	25920
470	7979	25902
471	7996	25886
472	8014	25874
473	8033	25862
474	8048	25841
475	8065	25822
476	8082	25807
477	8096	25778
478	8108	25748
479	8122	25719
480	8138	25701
481	8152	25673
482	8164	25644
483	8178	25617
484	8192	25589
485	8205	25561
486	8219	25535
487	8236	25518
488	8249	25490
489	8262	25462
490	8276	25435
491	8293	25420
492	8306	25392
493	8323	25374
494	8340	25357
495	8356	25338
496	8374	25325
497	8391	25309
498	8405	25284
499	8425	25277
500	8440	25254
501	8453	25226
502	8466	25196
503	8477	25163
504	8490	25135
505	8503	25106
506	8516	25077
507	8528	25047
508	8550	25045
509	8565	25025
510	8581	25005
511	8597	24986
512	8617	24977
513	8633	24961
514	8648	24936
515	8668	24931
516	8683	24907
517	8697	24883
518	8711	24859
519	8724	24832
520	8738	24805
521	8752	24780
522	8765	24754
523	8779	24729
524	8793	24705
525	8807	24679
526	8822	24659
527	8837	24638
528	8853	24619
529	8868	24597
530	8883	24576
531	8901	24561
532	8914	24535
533	8930	24517
534	8945	24496
535	8959	24471
536	8973	24446
537	8991	24433
538	9006	24412
539	9028	24409
540	9042	24386
541	9057	24364
542	9070	24339
543	9085	24316
544	9099	24293
545	9112	24267
546	9126	24241
547	9139	24215
548	9151	24186
549	9164	24162
550	9177	24135
551	9191	24112
552	9205	24087
553	9221	24069
554	9235	24044
555	9249	24021
556	9263	23997
557	9276	23973
558	9290	23948
559	9303	23922
560	9315	23894
561	9329	23872
562	9346	23855
563	9359	23830
564	9372	23805
565	9385	23779
566	9398	23753
567	9412	23729
568	9426	23706
569	9439	23682
570	9452	23657
571	9466	23632
572	9478	23606
573	9491	23579
574	9505	23556
575	9518	23530
576	9531	23507
577	9545	23483
578	9558	23458
579	9573	23438
580	9587	23416
581	9609	23413
582	9628	23401
583	9646	23388
584	9659	23364
585	9674	23343
586	9688	23321
587	9702	23298
588	9716	23276
589	9730	23254
590	9744	23231
591	9757	23206
592	9770	23182
593	9784	23159
594	9798	23137
595	9812	23115
596	9830	23102
597	9847	23087
598	9866	23077
599	9880	23054
600	9897	23038
601	9913	23021
602	9929	23003
603	9945	22987
604	9957	22959
605	9972	22939
606	9984	22912
607	9998	22890
608	10011	22866
609	10024	22841
610	10036	22815
611	10047	22787
612	10060	22762
613	10072	22736
614	10083	22707
615	10095	22681
616	10112	22666
617	10128	22649
618	10141	22626
619	10154	22601
620	10169	22583
621	10191	22578
622	10211	22571
623	10227	22552
624	10245	22540
625	10258	22516
626	10272	22494
627	10285	22470
628	10299	22449
629	10314	22428
630	10328	22408
631	10342	22386
632	10356	22365
633	10370	22344
634	10382	22319
635	10397	22299
636	10411	22276
637	10426	22257
638	10440	22236
639	10453	22213
640	10467	22192
641	10480	22168
642	10494	22146
643	10507	22124
644	10525	22111
645	10538	22089
646	10556	22075
647	10573	22060
648	10585	22035
649	10603	22022
650	10624	22016
651	10641	22002
652	10654	21978
653	10667	21954
654	10678	21927
655	10690	21902
656	10701	21876
657	10713	21850
658	10726	21826
659	10738	21801
660	10750	21776
661	10761	21750
662	10774	21728
663	10787	21705
664	10802	21685
665	10814	21662
666	10827	21638
667	10840	21616
668	10853	21592
669	10866	21570
670	10877	21545
671	10889	21520
672	10902	21496
673	10913	21471
674	10925	21446
675	10936	21420
676	10948	21394
677	10961	21373
678	10974	21350
679	10986	21327
680	10999	21303
681	11012	21282
682	11026	21262
683	11039	21239
684	11052	21218
685	11065	21196
686	11079	21174
687	11092	21153
688	11105	21130
689	11119	21110
690	11131	21087
691	11143	21063
692	11157	21042
693	11170	21020
694	11182	20997
695	11196	20978
696	11209	20956
697	11222	20933
698	11234	20909
699	11246	20886
700	11258	20862
701	11271	20841
702	11283	20818
703	11296	20795
704	11308	20771
705	11320	20748
706	11332	20724
707	11344	20702
708	11356	20678
709	11368	20655
710	11380	20633
711	11393	20610
712	11406	20590
713	11418	20565
714	11429	20541
715	11441	20518
716	11454	20496
717	11468	20477
718	11480	20454
719	11492	20430
720	11504	20408
721	11516	20385
722	11529	20364
723	11541	20341
724	11554	20319
725	11568	20300
726	11580	20277
727	11593	20257
728	11605	20233
729	11618	20213
730	11630	20191
731	11642	20168
732	11655	20146
733	11667	20124
734	11680	20102
735	11692	20080
736	11703	20056
737	11715	20033
738	11727	20011
739	11740	19991
740	11754	19971
741	11766	19949
742	11779	19929
743	11791	19906
744	11803	19883
745	11815	19862
746	11828	19841
747	11842	19822
748	11855	19801
749	11868	19780
750	11880	19758
751	11891	19735
752	11905	19715
753	11917	19693
754	11930	19672
755	11941	19650
756	11954	19629
757	11968	19611
758	11981	19590
759	11993	19568
760	12006	19547
761	12019	19527
762	12031	19506
763	12043	19484
764	12055	19462
765	12069	19443
766	12082	19423
767	12096	19404
768	12109	19384
769	12122	19363
770	12134	19342
771	12148	19324
772	12161	19304
773	12177	19288
774	12189	19267
775	12202	19247
776	12216	19228
777	12228	19207
778	12241	19187
779	12253	19165
780	12265	19144
781	12278	19123
782	12291	19103
783	12303	19083
784	12317	19064
785	12329	19042
786	12341	19021
787	12352	18999
788	12364	18978
789	12377	18958
790	12389	18936
791	12401	18914
792	12413	18894
793	12425	18873
794	12437	18852
795	12450	18831
796	12461	18808
797	12473	18787
798	12484	18765
799	12496	18744
800	12507	18721
801	12519	18701
802	12531	18679
803	12543	18659
804	12555	18638
805	12568	18618
806	12580	18597
807	12591	18575
808	12602	18553
809	12614	18532
810	12626	18511
811	12637	18489
812	12649	18468
813	12660	18446
814	12672	18425
815	12684	18404
816	12695	18382
817	12707	18361
818	12719	18342
819	12731	18320
820	12743	18300
821	12757	18282
822	12771	18265
823	12784	18246
824	12797	18226
825	12809	18206
826	12822	18186
827	12834	18166
828	12845	18145
829	12857	18123
830	12870	18105
831	12882	18085
832	12895	18066
833	12911	18051
834	12924	18032
835	12937	18013
836	12950	17994
837	12962	17974
838	12976	17956
839	12992	17942
840	13004	17921
841	13016	17901
842	13028	17881
843	13041	17862
844	13053	17841
845	13067	17824
846	13079	17804
847	13091	17784
848	13103	17764
849	13115	17743
850	13126	17723
851	13140	17705
852	13153	17686
853	13165	17667
854	13177	17646
855	13189	17626
856	13200	17605
857	13212	17585
858	13223	17564
859	13234	17542
860	13246	17523
861	13258	17503
862	13270	17483
863	13282	17464
864	13294	17444
865	13306	17424
866	13317	17403
867	13330	17384
868	13341	17364
869	13354	17345
870	13366	17326
871	13379	17307
872	13391	17288
873	13403	17267
874	13414	17247
875	13426	17227
876	13437	17207
877	13450	17188
878	13462	17168
879	13474	17149
880	13487	17131
881	13501	17113
882	13512	17093
883	13525	17074
884	13537	17055
885	13549	17036
886	13562	17018
887	13579	17004
888	13596	16992
889	13611	16975
890	13623	16956
891	13635	16937
892	13647	16917
893	13658	16897
894	13676	16885
895	13688	16866
896	13700	16846
897	13711	16826
898	13723	16806
899	13734	16787
900	13746	16767
901	13760	16750
902	13772	16730
903	13783	16710
904	13795	16692
905	13807	16672
906	13819	16653
907	13830	16633
908	13848	16621
909	13861	16603
910	13872	16583
911	13885	16565
912	13897	16546
913	13910	16528
914	13923	16509
915	13935	16491
916	13948	16474
917	13963	16457
918	13975	16438
919	13987	16419
920	14000	16402
921	14012	16383
922	14024	16364
923	14042	16352
924	14057	16337
925	14071	16321
926	14088	16306
927	14100	16288
928	14113	16270
929	14126	16253
930	14139	16235
931	14158	16224
932	14171	16206
933	14183	16188
934	14195	16169
935	14207	16150
936	14219	16132
937	14231	16112
938	14243	16093
939	14255	16075
940	14266	16055
941	14279	16037
942	14290	16018
943	14302	15999
944	14315	15981
945	14327	15963
946	14340	15946
947	14354	15929
948	14365	15910
949	14378	15891
950	14389	15872
951	14401	15853
952	14412	15834
953	14424	15815
954	14436	15796
955	14447	15777
956	14459	15759
957	14471	15740
958	14483	15721
959	14495	15703
960	14506	15684
961	14519	15666
962	14531	15648
963	14542	15628
964	14557	15613
965	14570	15595
966	14581	15576
967	14593	15558
968	14605	15540
969	14617	15521
970	14629	15503
971	14642	15485
972	14653	15466
973	14665	15448
974	14677	15429
975	14688	15410
976	14699	15391
977	14712	15374
978	14723	15355
979	14736	15338
980	14749	15320
981	14761	15302
982	14773	15284
983	14786	15267
984	14799	15250
985	14811	15232
986	14823	15213
987	14834	15194
988	14845	15176
989	14857	15157
990	14869	15139
991	14880	15120
992	14892	15102
993	14904	15084
994	14916	15066
995	14929	15049
996	14943	15033
997	14955	15015
998	14967	14997
999	14979	14979
1000	14991	14961
1001	15003	14943
1002	15015	14925
1003	15026	14906
1004	15038	14888
1005	15049	14870
1006	15061	14852
1007	15072	14833
1008	15084	14815
1009	15096	14797
1010	15108	14779
1011	15120	14762
1012	15132	14744
1013	15145	14727
1014	15158	14710
1015	15169	14692
1016	15180	14673
1017	15192	14655
1018	15204	14637
1019	15216	14619
1020	15228	14601
1021	15240	14584
1022	15253	14567
1023	15266	14550
1024	15279	14534
1025	15292	14517
1026	15304	14499
1027	15315	14481
1028	15329	14465
1029	15343	14450
1030	15355	14432
1031	15367	14414
1032	15379	14396
1033	15391	14379
1034	15403	14361
1035	15415	14343
1036	15426	14325
1037	15438	14307
1038	15449	14289
1039	15460	14271
1040	15472	14254
1041	15484	14236
1042	15496	14218
1043	15509	14202
1044	15520	14184
1045	15534	14168
1046	15547	14151
1047	15560	14135
1048	15572	14117
1049	15584	14099
1050	15596	14083
1051	15608	14065
1052	15619	14047
1053	15631	14029
1054	15643	14011
1055	15655	13995
1056	15667	13977
1057	15678	13959
1058	15690	13942
1059	15703	13925
1060	15715	13908
1061	15727	13890
1062	15741	13875
1063	15759	13863
1064	15773	13848
1065	15786	13831
1066	15798	13814
1067	15812	13798
1068	15824	13781
1069	15837	13765
1070	15849	13747
1071	15861	13731
1072	15880	13719
1073	15893	13703
1074	15905	13685
1075	15919	13670
1076	15936	13657
1077	15948	13640
1078	15965	13628
1079	15983	13615
1080	15996	13599
1081	16008	13581
1082	16019	13564
1083	16031	13547
1084	16043	13529
1085	16060	13516
1086	16071	13498
1087	16083	13481
1088	16090	13460
1089	16103	13444
1090	16117	13428
1091	16129	13411
1092	16135	13389
1093	16147	13372
1094	16158	13354
1095	16170	13337
1096	16182	13320
1097	16195	13304
1098	16207	13287
1099	16223	13274
1100	16240	13260
1101	16253	13244
1102	16266	13228
1103	16280	13213
1104	16297	13200
1105	16311	13185
1106	16326	13170
1107	16339	13154
1108	16356	13141
1109	16368	13124
1110	16381	13108
1111	16398	13094
1112	16415	13082
1113	16426	13064
1114	16436	13045
1115	16453	13033
1116	16471	13020
1117	16484	13004
1118	16496	12987
1119	16514	12975
1120	16534	12965
1121	16554	12954
1122	16572	12941
1123	16583	12924
1124	16595	12907
1125	16607	12891
1126	16620	12874
1127	16634	12859
1128	16649	12845
1129	16663	12829
1130	16676	12813
1131	16691	12798
1132	16705	12783
1133	16719	12768
1134	16735	12754
1135	16750	12739
1136	16764	12724
1137	16779	12710
1138	16791	12693
1139	16805	12677
1140	16818	12661
1141	16829	12644
1142	16844	12629
1143	16858	12614
1144	16870	12597
1145	16884	12582
1146	16898	12567
1147	16913	12552
1148	16928	12537
1149	16943	12523
1150	16954	12506
1151	16967	12489
1152	16980	12473
1153	16993	12457
1154	17006	12441
1155	17017	12424
1156	17030	12408
1157	17042	12391
1158	17055	12375
1159	17067	12358
1160	17080	12343
1161	17096	12329
1162	17108	12313
1163	17121	12296
1164	17134	12280
1165	17146	12263
1166	17156	12246
1167	17168	12229
1168	17180	12212
1169	17193	12197
1170	17205	12180
1171	17219	12165
1172	17231	12148
1173	17244	12132
1174	17256	12116
1175	17269	12100
1176	17282	12084
1177	17296	12069
1178	17308	12052
1179	17321	12036
1180	17334	12020
1181	17347	12005
1182	17360	11989
1183	17372	11972
1184	17385	11957
1185	17403	11944
1186	17416	11928
1187	17429	11913
1188	17442	11897
1189	17456	11882
1190	17470	11866
1191	17482	11850
1192	17496	11835
1193	17510	11820
1194	17525	11806
1195	17540	11791
1196	17554	11776
1197	17568	11761
1198	17581	11745
1199	17596	11730
1200	17609	11715
1201	17622	11699
1202	17636	11684
1203	17649	11668
1204	17663	11653
1205	17679	11639
1206	17693	11624
1207	17711	11611
1208	17717	11592
1209	17733	11578
1210	17746	11562
1211	17759	11546
1212	17772	11530
1213	17786	11515
1214	17799	11499
1215	17811	11483
1216	17824	11468
1217	17838	11452
1218	17851	11437
1219	17863	11420
1220	17874	11403
1221	17887	11388
1222	17900	11372
1223	17912	11356
1224	17928	11342
1225	17943	11328
1226	17957	11312
1227	17969	11296
1228	17981	11280
1229	17995	11265
1230	18010	11251
1231	18024	11236
1232	18038	11220
1233	18052	11205
1234	18065	11190
1235	18079	11175
1236	18095	11161
1237	18109	11146
1238	18122	11130
1239	18136	11115
1240	18149	11100
1241	18161	11084
1242	18175	11069
1243	18187	11052
1244	18201	11037
1245	18214	11022
1246	18228	11006
1247	18241	10991
1248	18254	10975
1249	18267	10960
1250	18281	10945
1251	18292	10928
1252	18306	10913
1253	18319	10898
1254	18331	10882
1255	18344	10866
1256	18356	10850
1257	18368	10834
1258	18379	10817
1259	18391	10801
1260	18403	10785
1261	18416	10769
1262	18428	10753
1263	18440	10737
1264	18451	10720
1265	18462	10704
1266	18475	10688
1267	18487	10672
1268	18500	10657
1269	18513	10641
1270	18525	10625
1271	18537	10609
1272	18548	10593
1273	18560	10576
1274	18576	10563
1275	18583	10544
1276	18594	10527
1277	18604	10510
1278	18612	10492
1279	18624	10476
1280	18636	10460
1281	18647	10443
1282	18660	10428
1283	18673	10412
1284	18686	10397
1285	18701	10383
1286	18714	10367
1287	18727	10352
1288	18740	10336
1289	18752	10321
1290	18765	10305
1291	18778	10290
1292	18790	10274
1293	18803	10259
1294	18817	10244
1295	18830	10229
1296	18842	10213
1297	18855	10197
1298	18870	10183
1299	18884	10168
1300	18898	10153
1301	18913	10139
1302	18926	10124
1303	18939	10108
1304	18951	10093
1305	18963	10077
1306	18977	10062
1307	18990	10046
1308	19005	10032
1309	19019	10017
1310	19031	10002
1311	19044	9986
1312	19061	9973
1313	19076	9959
1314	19089	9943
1315	19104	9929
1316	19117	9914
1317	19130	9898
1318	19143	9883
1319	19155	9868
1320	19168	9852
1321	19181	9837
1322	19194	9822
1323	19208	9807
1324	19222	9792
1325	19235	9777
1326	19250	9763
1327	19266	9749
1328	19280	9734
1329	19295	9720
1330	19311	9706
1331	19325	9691
1332	19340	9677
1333	19354	9662
1334	19367	9647
1335	19389	9636
1336	19404	9622
1337	19418	9607
1338	19433	9593
1339	19448	9579
1340	19461	9563
1341	19475	9548
1342	19489	9534
1343	19503	9519
1344	19517	9504
1345	19531	9490
1346	19544	9474
1347	19557	9459
1348	19570	9444
1349	19583	9429
1350	19595	9413
1351	19607	9397
1352	19618	9381
1353	19631	9366
1354	19644	9351
1355	19656	9335
1356	19668	9319
1357	19680	9304
1358	19693	9288
1359	19709	9275
1360	19722	9259
1361	19735	9244
1362	19746	9228
1363	19758	9213
1364	19769	9196
1365	19783	9181
1366	19796	9166
1367	19810	9151
1368	19822	9136
1369	19835	9121
1370	19848	9106
1371	19861	9091
1372	19874	9076
1373	19887	9060
1374	19902	9046
1375	19915	9031
1376	19929	9016
1377	19943	9002
1378	19956	8987
1379	19969	8971
1380	19983	8957
1381	19995	8941
1382	20008	8926
1383	20021	8911
1384	20034	8896
1385	20048	8881
1386	20062	8866
1387	20077	8852
1388	20094	8839
1389	20110	8825
1390	20123	8810
1391	20134	8794
1392	20148	8779
1393	20162	8765
1394	20176	8750
1395	20190	8735
1396	20202	8720
1397	20215	8705
1398	20227	8689
1399	20239	8673
1400	20250	8658
1401	20263	8643
1402	20277	8628
1403	20291	8613
1404	20303	8598
1405	20316	8583
1406	20327	8567
1407	20341	8552
1408	20354	8537
1409	20366	8522
1410	20378	8506
1411	20389	8491
1412	20402	8475
1413	20413	8460
1414	20426	8444
1415	20443	8431
1416	20455	8415
1417	20465	8399
1418	20477	8384
1419	20491	8369
1420	20504	8354
1421	20515	8339
1422	20535	8326
1423	20547	8311
1424	20561	8296
1425	20575	8281
1426	20588	8267
1427	20601	8252
1428	20614	8237
1429	20626	8221
1430	20639	8206
1431	20650	8191
1432	20665	8176
1433	20679	8162
1434	20705	8152
1435	20718	8137
1436	20732	8122
1437	20744	8107
1438	20757	8092
1439	20769	8077
1440	20782	8062
1441	20796	8047
1442	20808	8032
1443	20821	8016
1444	20833	8001
1445	20845	7986
1446	20857	7970
1447	20870	7956
1448	20883	7941
1449	20899	7927
1450	20912	7912
1451	20925	7897
1452	20937	7882
1453	20949	7867
1454	20963	7852
1455	20977	7837
1456	20990	7822
1457	21003	7807
1458	21016	7792
1459	21029	7777
1460	21036	7760
1461	21048	7745
1462	21060	7730
1463	21073	7715
1464	21095	7703
1465	21113	7690
1466	21133	7678
1467	21151	7665
1468	21166	7651
1469	21181	7637
1470	21198	7623
1471	21211	7608
1472	21225	7593
1473	21239	7579
1474	21252	7564
1475	21265	7549
1476	21279	7534
1477	21294	7520
1478	21307	7505
1479	21319	7490
1480	21332	7475
1481	21344	7460
1482	21356	7445
1483	21369	7430
1484	21382	7415
1485	21396	7400
1486	21407	7385
1487	21425	7372
1488	21439	7357
1489	21453	7342
1490	21470	7329
1491	21484	7315
1492	21498	7300
1493	21512	7285
1494	21525	7271
1495	21538	7256
1496	21552	7241
1497	21566	7227
1498	21579	7212
1499	21593	7197
1500	21608	7183
1501	21622	7169
1502	21636	7154
1503	21650	7139
1504	21664	7125
1505	21680	7111
1506	21693	7096
1507	21706	7082
1508	21720	7067
1509	21734	7052
1510	21746	7037
1511	21760	7023
1512	21773	7008
1513	21786	6993
1514	21800	6978
1515	21813	6964
1516	21827	6949
1517	21843	6935
1518	21856	6921
1519	21871	6906
1520	21887	6892
1521	21909	6880
1522	21927	6867
1523	21945	6854
1524	21960	6840
1525	21976	6826
1526	21992	6812
1527	22007	6798
1528	22023	6784
1529	22038	6769
1530	22053	6755
1531	22066	6740
1532	22082	6727
1533	22096	6712
1534	22110	6698
1535	22124	6683
1536	22137	6668
1537	22151	6654
1538	22164	6639
1539	22178	6624
1540	22191	6609
1541	22205	6595
1542	22219	6580
1543	22233	6566
1544	22244	6551
1545	22258	6536
1546	22274	6522
1547	22288	6507
1548	22301	6493
1549	22314	6478
1550	22328	6463
1551	22342	6449
1552	22356	6434
1553	22370	6420
1554	22383	6405
1555	22398	6391
1556	22410	6376
1557	22424	6361
1558	22438	6347
1559	22452	6332
1560	22465	6317
1561	22480	6303
1562	22499	6290
1563	22513	6276
1564	22526	6261
1565	22540	6246
1566	22553	6232
1567	22566	6217
1568	22580	6202
1569	22594	6188
1570	22607	6173
1571	22621	6158
1572	22634	6144
1573	22649	6129
1574	22665	6115
1575	22679	6101
1576	22693	6087
1577	22707	6072
1578	22720	6057
1579	22733	6043
1580	22746	6028
1581	22757	6012
1582	22771	5998
1583	22785	5983
1584	22799	5969
1585	22812	5954
1586	22826	5940
1587	22833	5924
1588	22846	5909
1589	22860	5894
1590	22875	5880
1591	22892	5866
1592	22907	5852
1593	22922	5838
1594	22935	5823
1595	22949	5809
1596	22963	5794
1597	22976	5780
1598	22989	5765
1599	23003	5750
1600	23016	5736
1601	23030	5721
1602	23044	5707
1603	23059	5693
1604	23073	5678
1605	23086	5663
1606	23100	5649
1607	23113	5634
1608	23126	5619
1609	23140	5605
1610	23155	5591
1611	23170	5577
1612	23182	5562
1613	23196	5547
1614	23210	5533
1615	23224	5518
1616	23237	5504
1617	23250	5489
1618	23265	5475
1619	23279	5460
1620	23292	5445
1621	23305	5431
1622	23323	5417
1623	23335	5402
1624	23347	5387
1625	23361	5373
1626	23374	5358
1627	23386	5343
1628	23401	5329
1629	23414	5315
1630	23427	5300
1631	23441	5285
1632	23455	5271
1633	23468	5256
1634	23480	5241
1635	23492	5226
1636	23504	5212
1637	23515	5196
1638	23527	5181
1639	23539	5167
1640	23551	5152
1641	23563	5137
1642	23574	5122
1643	23585	5107
1644	23597	5092
1645	23611	5078
1646	23624	5063
1647	23638	5048
1648	23652	5034
1649	23665	5019
1650	23676	5004
1651	23688	4989
1652	23698	4974
1653	23711	4960
1654	23722	4945
1655	23734	4930
1656	23746	4915
1657	23758	4900
1658	23769	4885
1659	23781	4870
1660	23794	4856
1661	23806	4841
1662	23818	4826
1663	23830	4811
1664	23844	4797
1665	23861	4783
1666	23875	4769
1667	23890	4755
1668	23905	4740
1669	23918	4726
